M/Z,Intensity
-7.8602611e-005,4.0904977
2.1773576e-007,4.1166415
9.6021472e-005,4.0542986
0.00036601382,4.0824535
0.00081019477,3.9939668
0.0014285643,3.901458
0.0022211225,3.8833585
0.0031878693,3.9396682
0.0043288047,3.9979889
0.0056439287,3.9738562
0.0071332413,4.0382102
0.0087967426,3.9457014
0.010634432,4.0422323
0.012646311,4.130719
0.014832378,4.2493715
0.017192634,4.1850176
0.019727078,3.8612368
0.022435711,3.8552036
0.025318532,3.9416792
0.028375542,4.0824535
0.031606741,4.329814
0.035012128,4.3137255
0.038591704,4.3338361
0.042345469,4.2755153
0.046273422,4.1548517
0.050375564,4.0462544
0.054651894,4.032177
0.059102413,4.0703871
0.063727121,4.0683761
0.068526017,4.1789844
0.073499102,4.2352941
0.078646375,4.2091503
0.083967837,4.066365
0.089463488,4.0040221
0.095133327,4.0201106
0.10097736,3.9597788
0.10699557,4.0643539
0.11318798,4.199095
0.11955457,4.2956259
0.12609535,4.2413273
0.13281032,4.1528406
0.13969948,4.1266968
0.14676283,4.0683761
0.15400037,4.0040221
0.16141209,4.0442433
0.16899801,4.0241327
0.17675811,4.0502765
0.1846924,4.0563097
0.19280088,4.0160885
0.20108355,4.0040221
0.20954041,3.9477124
0.21817145,3.9939668
0.22697669,4.0020111
0.23595611,4.0643539
0.24510972,4.0462544
0.25443752,4.0120664
0.26393951,4.032177
0.27361569,3.9155354
0.28346605,3.9235797
0.29349061,3.9758673
0.30368935,3.9839115
0.31406228,4.0100553
0.3246094,4.0542986
0.33533071,4.0683761
0.34622621,4.0945199
0.3572959,4.2171946
0.36853977,4.1347411
0.37995783,4.1548517
0.39155009,4.1689291
0.40331653,4.2011061
0.41525716,4.166918
0.42737197,4.2111614
0.43966098,4.1568627
0.45212418,4.1950729
0.46476156,4.1608849
0.47757313,4.164907
0.49055889,4.1588738
0.50371884,4.1789844
0.51705298,4.1447964
0.53056131,4.1246858
0.54424382,4.1226747
0.55810053,4.1085973
0.57213142,4.0723982
0.5863365,4.0643539
0.60071577,4.0261438
0.61526923,4.0382102
0.62999688,3.9738562
0.64489871,3.9758673
0.65997473,4.0080442
0.67522495,3.9537456
0.69064935,3.9819005
0.70624794,3.9557567
0.72202072,3.9859226
0.73796769,3.9738562
0.75408884,3.9597788
0.77038419,3.9638009
0.78685372,3.9879336
0.80349744,3.9939668
0.82031535,4.0020111
0.83730745,4.0281549
0.85447374,4.0703871
0.87181421,4.0643539
0.88932888,4.0241327
0.90701773,4.0945199
0.92488077,4.0583208
0.942918,4.0925088
0.96112942,4.1206637
0.97951503,4.0744093
0.99807483,4.0764203
1.0168088,4.1045752
1.035717,4.1407743
1.0547993,4.1548517
1.0740559,4.1427853
1.0934866,4.13273
1.1130916,4.1206637
1.1328707,4.1347411
1.152824,4.1246858
1.1729515,4.1407743
1.1932532,4.1347411
1.213729,4.1025641
1.2343791,4.1126194
1.2552033,4.0804424
1.2762018,4.0925088
1.2973744,4.0965309
1.3187212,4.0864756
1.3402422,4.1085973
1.3619374,4.0784314
1.3838068,4.1085973
1.4058504,4.0382102
1.4280681,4.066365
1.4504601,4.0804424
1.4730262,4.0462544
1.4957665,4.034188
1.518681,4.0382102
1.5417697,4.0603318
1.5650326,4.0301659
1.5884697,4.0140774
1.612081,4.0201106
1.6358664,4.0201106
1.6598261,3.9879336
1.6839599,4.0040221
1.7082679,3.9959779
1.7327501,4.0261438
1.7574065,3.9778783
1.7822371,4.0462544
1.8072419,4.1085973
1.8324209,4.0603318
1.857774,4.0583208
1.8833013,4.0603318
1.9090029,4.1488185
1.9348786,4.1447964
1.9609285,4.1427853
1.9871526,4.1186526
2.0135509,4.1126194
2.0401234,4.1870287
2.06687,4.1447964
2.0937909,4.1729512
2.1208859,4.1146305
2.1481551,4.1789844
2.1755985,4.1206637
2.2032161,4.1890397
2.2310079,4.1106083
2.2589739,4.1347411
2.2871141,4.13273
2.3154285,4.1266968
2.343917,4.1186526
2.3725797,4.100553
2.4014167,4.098542
2.4304278,4.1226747
2.4596131,4.0683761
2.4889726,4.0422323
2.5185062,4.1045752
2.5482141,4.0965309
2.5780962,4.13273
2.6081524,4.098542
2.6383828,4.0965309
2.6687875,4.0864756
2.6993663,4.1689291
2.7301193,4.2011061
2.7610465,4.2674711
2.7921478,4.4162896
2.8234234,4.4826546
2.8548732,4.4424334
2.8864971,4.3680241
2.9182952,4.2815485
2.9502676,4.2433384
2.9824141,4.1347411
3.0147348,4.166918
3.0472296,4.1166415
3.0798987,4.1206637
3.112742,4.0804424
3.1457594,4.1065862
3.1789511,4.0884867
3.2123169,4.1186526
3.2458569,4.13273
3.2795711,4.0965309
3.3134595,4.1447964
3.3475221,4.1447964
3.3817589,4.1588738
3.4161698,4.1246858
3.450755,4.1287079
3.4855143,4.1447964
3.5204478,4.1468074
3.5555556,4.1729512
3.5908375,4.13273
3.6262936,4.1628959
3.6619238,4.1608849
3.6977283,4.1367521
3.733707,4.1166415
3.7698598,4.1085973
3.8061868,4.1186526
3.8426881,4.1065862
3.8793635,4.0764203
3.9162131,4.1045752
