M/Z,Intensity
-7.8602611e-005,4.1628959
2.1773576e-007,4.1206637
9.6021472e-005,4.0904977
0.00036601382,4.1548517
0.00081019477,4.0884867
0.0014285643,3.9839115
0.0022211225,3.9276018
0.0031878693,4.0502765
0.0043288047,4.0241327
0.0056439287,4.0643539
0.0071332413,4.0864756
0.0087967426,3.9778783
0.010634432,4.1890397
0.012646311,4.2292609
0.014832378,4.2775264
0.017192634,4.2051282
0.019727078,3.9296129
0.022435711,3.9034691
0.025318532,4.0180995
0.028375542,4.1447964
0.031606741,4.3841126
0.035012128,4.3841126
0.038591704,4.4142785
0.042345469,4.331825
0.046273422,4.197084
0.050375564,4.1085973
0.054651894,4.0945199
0.059102413,4.130719
0.063727121,4.0884867
0.068526017,4.2373052
0.073499102,4.3137255
0.078646375,4.26546
0.083967837,4.1729512
0.089463488,4.0201106
0.095133327,4.0402212
0.10097736,4.0603318
0.10699557,4.1126194
0.11318798,4.3076923
0.11955457,4.3519356
0.12609535,4.3398693
0.13281032,4.197084
0.13969948,4.1769734
0.14676283,4.0864756
0.15400037,4.0945199
0.16141209,4.100553
0.16899801,4.0884867
0.17675811,4.1387632
0.1846924,4.0784314
0.19280088,4.0603318
0.20108355,4.0201106
0.20954041,4.0744093
0.21817145,4.0361991
0.22697669,4.0160885
0.23595611,4.0945199
0.24510972,4.166918
0.25443752,4.1065862
0.26393951,4.0683761
0.27361569,3.9959779
0.28346605,3.967823
0.29349061,3.9959779
0.30368935,4.0301659
0.31406228,4.0965309
0.3246094,4.1689291
0.33533071,4.1689291
0.34622621,4.1809955
0.3572959,4.2594268
0.36853977,4.1769734
0.37995783,4.2393162
0.39155009,4.1890397
0.40331653,4.2332831
0.41525716,4.2916038
0.42737197,4.2735043
0.43966098,4.2393162
0.45212418,4.2091503
0.46476156,4.2373052
0.47757313,4.2332831
0.49055889,4.2574158
0.50371884,4.231272
0.51705298,4.231272
0.53056131,4.1950729
0.54424382,4.1468074
0.55810053,4.1689291
0.57213142,4.1608849
0.5863365,4.0904977
0.60071577,4.0623429
0.61526923,4.1025641
0.62999688,4.0945199
0.64489871,4.0361991
0.65997473,4.0442433
0.67522495,4.0442433
0.69064935,4.0140774
0.70624794,4
0.72202072,4.0180995
0.73796769,4.0482655
0.75408884,4.0120664
0.77038419,4.034188
0.78685372,4.0080442
0.80349744,4.0482655
0.82031535,4.0784314
0.83730745,4.0884867
0.85447374,4.1186526
0.87181421,4.0945199
0.88932888,4.1226747
0.90701773,4.1407743
0.92488077,4.1447964
0.942918,4.13273
0.96112942,4.1387632
0.97951503,4.1488185
0.99807483,4.1387632
1.0168088,4.197084
1.035717,4.231272
1.0547993,4.166918
1.0740559,4.1427853
1.0934866,4.1930618
1.1130916,4.1950729
1.1328707,4.1789844
1.152824,4.1809955
1.1729515,4.2151835
1.1932532,4.1850176
1.213729,4.1789844
1.2343791,4.1709402
1.2552033,4.1689291
1.2762018,4.197084
1.2973744,4.1548517
1.3187212,4.199095
1.3402422,4.1628959
1.3619374,4.1729512
1.3838068,4.1407743
1.4058504,4.1468074
1.4280681,4.164907
1.4504601,4.1287079
1.4730262,4.0965309
1.4957665,4.1287079
1.518681,4.0864756
1.5417697,4.0904977
1.5650326,4.1065862
1.5884697,4.0804424
1.612081,4.0683761
1.6358664,4.0744093
1.6598261,4.1045752
1.6839599,4.0844646
1.7082679,4.0643539
1.7327501,4.0744093
1.7574065,4.1025641
1.7822371,4.0904977
1.8072419,4.1085973
1.8324209,4.1186526
1.857774,4.1789844
1.8833013,4.1045752
1.9090029,4.1508296
1.9348786,4.2232278
1.9609285,4.2171946
1.9871526,4.1910508
2.0135509,4.2332831
2.0401234,4.2091503
2.06687,4.197084
2.0937909,4.2513826
2.1208859,4.297637
2.1481551,4.2091503
2.1755985,4.2031171
2.2032161,4.2413273
2.2310079,4.1850176
2.2589739,4.2071393
2.2871141,4.1769734
2.3154285,4.2031171
2.343917,4.2272499
2.3725797,4.1809955
2.4014167,4.1809955
2.4304278,4.1890397
2.4596131,4.1809955
2.4889726,4.1508296
2.5185062,4.166918
2.5482141,4.166918
2.5780962,4.1608849
2.6081524,4.2151835
2.6383828,4.2352941
2.6687875,4.1910508
2.6993663,4.231272
2.7301193,4.2916038
2.7610465,4.3841126
2.7921478,4.5429864
2.8234234,4.6093514
2.8548732,4.6073404
2.8864971,4.5128205
2.9182952,4.4444444
2.9502676,4.329814
2.9824141,4.3036702
3.0147348,4.2433384
3.0472296,4.231272
3.0798987,4.2091503
3.112742,4.1769734
3.1457594,4.1950729
3.1789511,4.1769734
3.2123169,4.197084
3.2458569,4.166918
3.2795711,4.2373052
3.3134595,4.1749623
3.3475221,4.2151835
3.3817589,4.2171946
3.4161698,4.2192056
3.450755,4.2212167
3.4855143,4.2594268
3.5204478,4.2131724
3.5555556,4.2493715
3.5908375,4.26546
3.6262936,4.2011061
3.6619238,4.2714932
3.6977283,4.199095
3.733707,4.2151835
3.7698598,4.2332831
3.8061868,4.1789844
3.8426881,4.1870287
3.8793635,4.1769734
3.9162131,4.1447964
3.9532369,4.1447964
3.9904348,4.1146305
4.027807,4.1427853
4.0653534,4.1025641
4.1030739,4.098542
4.1409686,4.1126194
4.1790376,4.0603318
4.2172807,4.0683761
4.255698,4.1226747
4.2942895,4.1025641
4.3330551,4.0864756
4.371995,4.066365
4.411109,4.1347411
4.4503973,4.0824535
4.4898597,4.130719
4.5294963,4.1106083
4.5693071,4.1568627
4.6092921,4.1488185
4.6494513,4.1548517
4.6897847,4.1508296
4.7302923,4.1568627
4.770974,4.1508296
4.8118299,4.1347411
4.8528601,4.164907
4.8940644,4.1468074
4.9354429,4.1850176
4.9769956,4.1548517
5.0187225,4.166918
5.0606235,4.2192056
5.1026988,4.1689291
5.1449482,4.1789844
5.1873719,4.1628959
5.2299697,4.1729512
5.2727417,4.098542
5.3156879,4.1890397
5.3588083,4.199095
5.4021029,4.166918
5.4455717,4.1729512
5.4892146,4.1407743
5.5330318,4.1166415
5.5770231,4.1628959
5.6211886,4.164907
5.6655283,4.13273
5.7100422,4.1407743
5.7547303,4.1588738
5.7995926,4.1287079
5.8446291,4.1447964
5.8898397,4.1246858
5.9352245,4.1407743
5.9807836,4.1407743
6.0265168,4.0904977
6.0724242,4.1065862
6.1185058,4.1025641
6.1647616,4.1246858
6.2111916,4.0904977
6.2577957,4.1106083
6.3045741,4.100553
6.3515266,4.1287079
6.3986533,4.0703871
6.4459543,4.1226747
6.4934294,4.130719
6.5410787,4.0884867
6.5889021,4.1206637
6.6368998,4.100553
6.6850717,4.1085973
6.7334177,4.1266968
6.781938,4.1246858
6.8306324,4.1065862
6.879501,4.13273
6.9285438,4.1528406
6.9777608,4.1890397
7.027152,4.1427853
7.0767174,4.1910508
7.1264569,4.1689291
7.1763707,4.166918
7.2264586,4.1206637
7.2767207,4.1608849
7.327157,4.166918
7.3777675,4.164907
7.4285522,4.1508296
7.4795111,4.1608849
7.5306442,4.1870287
7.5819514,4.1287079
7.6334329,4.1588738
7.6850885,4.1488185
7.7369183,4.1347411
7.7889223,4.1588738
7.8411005,4.1608849
7.8934529,4.1367521
7.9459795,4.1106083
7.9986802,4.1126194
8.0515552,4.1548517
8.1046043,4.130719
8.1578277,4.1387632
8.2112252,4.1246858
8.2647969,4.1427853
8.3185428,4.1347411
8.3724629,4.098542
8.4265572,4.1246858
8.4808256,4.13273
8.5352683,4.1709402
8.5898851,4.1447964
8.6446761,4.1407743
8.6996413,4.0804424
8.7547808,4.1709402
8.8100943,4.1407743
8.8655821,4.1146305
8.9212441,4.1427853
8.9770803,4.1488185
9.0330906,4.1287079
9.0892751,4.1407743
9.1456339,4.1226747
9.2021668,4.1387632
9.2588739,4.1407743
9.3157552,4.1468074
9.3728107,4.1468074
9.4300403,4.0804424
9.4874442,4.1628959
9.5450222,4.2212167
9.6027745,4.1709402
9.6607009,4.1126194
9.7188015,4.1508296
9.7770763,4.1608849
9.8355253,4.164907
9.8941485,4.166918
9.9529458,4.1608849
10.011917,4.1568627
10.071063,4.166918
10.130383,4.1608849
10.189877,4.1407743
10.249545,4.1206637
10.309388,4.1085973
10.369405,4.1749623
10.429596,4.1488185
10.489961,4.1407743
10.5505,4.130719
10.611213,4.0925088
10.672101,4.1206637
10.733163,4.2011061
10.794399,4.0563097
10.855809,4.0804424
10.917393,4.1287079
10.979152,4.1206637
11.041085,4.1085973
11.103192,4.1367521
11.165473,4.1065862
11.227928,4.1427853
11.290558,4.0965309
11.353361,4.1206637
11.416339,4.1468074
11.479491,4.1106083
11.542818,4.13273
11.606318,4.1246858
11.669993,4.1226747
11.733841,4.1588738
11.797864,4.1347411
11.862062,4.1387632
11.926433,4.1347411
11.990979,4.1729512
12.055698,4.164907
12.120592,4.1568627
12.185661,4.166918
12.250903,4.1045752
12.316319,4.1890397
12.38191,4.1206637
12.447675,4.1065862
12.513614,4.1769734
12.579727,4.1548517
12.646015,4.1367521
12.712477,4.1367521
12.779112,4.1588738
12.845923,4.13273
12.912907,4.1950729
12.980065,4.1407743
13.047398,4.1468074
13.114905,4.1427853
13.182586,4.1689291
13.250441,4.1387632
13.31847,4.130719
13.386674,4.1588738
13.455051,4.1407743
13.523603,4.1447964
13.592329,4.1347411
13.66123,4.1287079
13.730304,4.1186526
13.799553,4.1407743
13.868976,4.13273
13.938573,4.1166415
14.008344,4.1367521
14.07829,4.1106083
14.148409,4.1206637
14.218703,4.1126194
14.289171,4.1347411
14.359813,4.1226747
14.43063,4.1347411
14.50162,4.1347411
14.572785,4.1387632
14.644124,4.1628959
14.715637,4.1166415
14.787324,4.1508296
14.859186,4.1568627
14.931221,4.0965309
15.003431,4.1488185
15.075815,4.1347411
15.148374,4.130719
15.221106,4.1950729
15.294013,4.1850176
15.367094,4.1387632
15.440349,4.1528406
15.513778,4.1689291
15.587381,4.164907
15.661159,4.1870287
15.735111,4.2111614
15.809237,4.1689291
15.883537,4.1146305
15.958011,4.1809955
16.03266,4.2252388
16.107482,4.1528406
16.182479,4.199095
16.25765,4.166918
16.332996,4.2091503
16.408515,4.2192056
16.484209,4.2533937
16.560077,4.3036702
16.636119,4.364002
16.712335,4.4142785
16.788725,4.364002
16.86529,4.4343891
16.942029,4.3800905
17.018942,4.4343891
17.096029,4.6033183
17.17329,4.858723
17.250726,4.8667672
17.328335,4.8949221
17.406119,4.9311212
17.484077,5.0075415
17.56221,5.1121166
17.640516,5.1261941
17.718997,5.1744595
17.797652,5.0558069
17.876481,5.0276521
17.955484,4.9311212
18.034662,4.9089995
18.114013,4.8627451
18.193539,4.7863248
18.273239,4.8084465
18.353113,4.7501257
18.433162,4.7199598
18.513384,4.5470085
18.593781,4.5369532
18.674352,4.5007541
18.755097,4.3901458
18.836016,4.4364002
18.91711,4.3680241
18.998377,4.329814
19.079819,4.2775264
19.161435,4.2855706
19.243226,4.3016591
19.32519,4.3056812
19.407329,4.2855706
19.489642,4.3097034
19.572129,4.3700352
19.65479,4.396179
19.737625,4.4364002
19.820635,4.3519356
19.903819,4.6797386
19.987177,6.282554
20.070709,8.2171946
20.154415,8.2393162
20.238296,7.1010558
20.32235,6.2905983
20.406579,5.7254902
20.490982,5.2287582
20.57556,4.9753645
20.660311,4.7823027
20.745237,4.6857717
20.830337,4.6676722
20.915611,4.6556058
21.001059,4.5932629
21.086681,4.6053293
21.172478,4.5490196
21.258449,4.5470085
21.344594,4.5067873
21.430913,4.4906988
21.517406,4.4685772
21.604074,4.4162896
21.690915,4.3921569
21.777931,4.4424334
21.865121,4.3861237
21.952486,4.4022122
22.040024,4.4343891
22.127737,4.4384113
22.215624,4.3579688
22.303685,4.4022122
22.39192,4.4022122
22.480329,4.4122675
22.568913,4.297637
22.657671,4.3499246
22.746603,4.3137255
22.835709,4.3097034
22.924989,4.2513826
23.014444,4.297637
23.104073,4.2674711
23.193876,4.2614379
23.283853,4.2574158
23.374004,4.2594268
23.46433,4.2493715
23.554829,4.2473605
23.645503,4.2212167
23.736351,4.2413273
23.827373,4.1769734
23.91857,4.2011061
24.009941,4.2574158
24.101485,4.2111614
24.193204,4.1950729
24.285098,4.2574158
24.377165,4.2413273
24.469407,4.2011061
24.561822,4.2916038
24.654412,4.4082453
24.747176,4.595274
24.840115,5.2750126
24.933227,5.2790347
25.026514,4.0402212
25.119975,6.9643037
25.21361,44.991453
25.307419,86.664656
25.401403,89.285068
25.49556,79.103067
25.589892,67.213675
25.684398,58.517848
25.779078,50.777275
25.873933,43.656109
25.968961,41.277024
26.064164,39.575666
26.159541,37.751634
26.255092,35.744595
26.350818,33.355455
26.446717,30.853695
26.542791,28.585219
26.639039,25.936652
26.735461,23.794872
26.832057,21.920563
26.928828,20.245349
27.025772,19.024635
27.122891,18.262443
27.220184,17.494218
27.317652,16.85269
27.415293,16.082453
27.513109,15.611865
27.611098,15.249874
27.709262,15.072901
27.807601,14.797386
27.906113,14.377074
28.0048,14.045249
28.10366,13.745601
28.202695,13.562594
28.301904,13.305178
28.401288,13.013575
28.500845,12.56913
28.600577,12.41629
28.700483,12.374057
28.800563,12.164907
28.900817,11.941679
29.001246,11.823027
29.101848,11.648064
29.202625,11.573655
29.303576,11.662142
29.404701,11.535445
29.506001,11.332328
29.607474,11.356461
29.709122,11.344394
29.810944,11.348416
29.91294,11.257919
30.01511,11.501257
30.117455,11.839115
30.219974,12.219206
30.322666,12.730015
30.425534,13.049774
30.528575,13.152338
30.63179,12.959276
30.73518,12.866767
30.838744,12.500754
30.942482,12.233283
31.046394,12.050277
31.15048,12.140774
31.254741,12.516843
31.359176,12.794369
31.463785,12.667672
31.568568,12.345902
31.673525,12.082453
31.778657,11.682252
31.883963,11.205631
31.989442,11.008547
32.095097,10.817496
32.200925,10.698844
32.306927,11.1272
32.413104,11.607843
32.519455,11.947712
32.62598,12.430367
32.732679,13.077929
32.839553,13.663147
32.9466,13.488185
33.053822,12.808446
33.161218,11.875314
33.268788,11.249874
33.376532,10.779286
33.484451,10.29462
33.592544,9.6309703
33.700811,9.2730015
33.809252,8.9954751
33.917867,8.8345902
34.026657,8.7099045
34.13562,8.4384113
34.244758,8.1025641
34.35407,8.1447964
34.463556,8.0864756
34.573217,7.9819005
34.683052,7.8491704
34.79306,7.9316239
34.903243,7.8270488
35.013601,7.702363
35.124132,7.5233786
35.234838,7.4529915
35.345717,7.2659628
35.456771,7.1473102
35.567999,7.0869784
35.679402,6.9622926
