M/Z,Intensity
-7.8602611e-005,4.1568627
2.1773576e-007,4.0542986
9.6021472e-005,4.0583208
0.00036601382,4.1166415
0.00081019477,4.0402212
0.0014285643,3.899447
0.0022211225,3.901458
0.0031878693,3.9638009
0.0043288047,4.032177
0.0056439287,3.9778783
0.0071332413,4.0784314
0.0087967426,3.9276018
0.010634432,4.0925088
0.012646311,4.1628959
0.014832378,4.2775264
0.017192634,4.1709402
0.019727078,3.9155354
0.022435711,3.8612368
0.025318532,3.9296129
0.028375542,4.1528406
0.031606741,4.3418803
0.035012128,4.3257919
0.038591704,4.3539467
0.042345469,4.3358472
0.046273422,4.1246858
0.050375564,4.1045752
0.054651894,4.0040221
0.059102413,4.1065862
0.063727121,4.0703871
0.068526017,4.2433384
0.073499102,4.2171946
0.078646375,4.2533937
0.083967837,4.1166415
0.089463488,3.9617898
0.095133327,4.0382102
0.10097736,4.0060332
0.10699557,4.0884867
0.11318798,4.1709402
0.11955457,4.3479135
0.12609535,4.3197587
0.13281032,4.1769734
0.13969948,4.0824535
0.14676283,4.0744093
0.15400037,4.0563097
0.16141209,4.0402212
0.16899801,4
0.17675811,4.0904977
0.1846924,4.0683761
0.19280088,4.0361991
0.20108355,4.0201106
0.20954041,3.9577677
0.21817145,4.0301659
0.22697669,4.0140774
0.23595611,4.0925088
0.24510972,4.0402212
0.25443752,4.0502765
0.26393951,4.0522876
0.27361569,4
0.28346605,3.9175465
0.29349061,3.965812
0.30368935,3.9959779
0.31406228,4.0462544
0.3246094,4.1065862
0.33533071,4.1488185
0.34622621,4.1508296
0.3572959,4.2051282
0.36853977,4.1568627
0.37995783,4.1548517
0.39155009,4.1789844
0.40331653,4.2212167
0.41525716,4.2051282
0.42737197,4.2252388
0.43966098,4.1628959
0.45212418,4.2192056
0.46476156,4.1789844
0.47757313,4.166918
0.49055889,4.2011061
0.50371884,4.2111614
0.51705298,4.1769734
0.53056131,4.1287079
0.54424382,4.0804424
0.55810053,4.1186526
0.57213142,4.0904977
0.5863365,4.0703871
0.60071577,4.0683761
0.61526923,4.0442433
0.62999688,4.0241327
0.64489871,4.0120664
0.65997473,3.9899447
0.67522495,4.0120664
0.69064935,4.0140774
0.70624794,4.0020111
0.72202072,3.9778783
0.73796769,3.9758673
0.75408884,3.9859226
0.77038419,3.9778783
0.78685372,3.9798894
0.80349744,3.9879336
0.82031535,4.0261438
0.83730745,4.0522876
0.85447374,4.0542986
0.87181421,4.066365
0.88932888,4.0683761
0.90701773,4.1065862
0.92488077,4.0925088
0.942918,4.0864756
0.96112942,4.0925088
0.97951503,4.0864756
0.99807483,4.164907
1.0168088,4.164907
1.035717,4.1528406
1.0547993,4.1126194
1.0740559,4.164907
1.0934866,4.1246858
1.1130916,4.1468074
1.1328707,4.1226747
1.152824,4.1890397
1.1729515,4.1468074
1.1932532,4.1548517
1.213729,4.1126194
1.2343791,4.100553
1.2552033,4.1488185
1.2762018,4.1106083
1.2973744,4.1045752
1.3187212,4.0925088
1.3402422,4.1025641
1.3619374,4.1266968
1.3838068,4.0844646
1.4058504,4.1246858
1.4280681,4.1025641
1.4504601,4.0824535
1.4730262,4.0623429
1.4957665,4.0744093
1.518681,4.098542
1.5417697,4.0180995
1.5650326,4.066365
1.5884697,4.0804424
1.612081,4.0180995
1.6358664,4.0080442
1.6598261,4.0522876
1.6839599,4.034188
1.7082679,4.0744093
1.7327501,4.0060332
1.7574065,4.0603318
1.7822371,4.0382102
1.8072419,4.0623429
1.8324209,4.066365
1.857774,4.100553
1.8833013,4.0804424
1.9090029,4.1186526
1.9348786,4.1850176
1.9609285,4.1508296
1.9871526,4.1468074
2.0135509,4.1850176
2.0401234,4.1427853
2.06687,4.1930618
2.0937909,4.2131724
2.1208859,4.2031171
2.1481551,4.1809955
2.1755985,4.1850176
2.2032161,4.1347411
2.2310079,4.1508296
2.2589739,4.1769734
2.2871141,4.1830065
2.3154285,4.1226747
2.343917,4.1347411
2.3725797,4.2011061
2.4014167,4.098542
2.4304278,4.1447964
2.4596131,4.1387632
2.4889726,4.1186526
2.5185062,4.1186526
2.5482141,4.1407743
2.5780962,4.1809955
2.6081524,4.1548517
2.6383828,4.1769734
2.6687875,4.1910508
2.6993663,4.231272
2.7301193,4.3338361
2.7610465,4.4384113
2.7921478,4.5992961
2.8234234,4.8024133
2.8548732,4.8225239
2.8864971,4.695827
2.9182952,4.5128205
2.9502676,4.428356
2.9824141,4.3217697
3.0147348,4.2272499
3.0472296,4.1749623
3.0798987,4.1729512
3.112742,4.1246858
3.1457594,4.1407743
3.1789511,4.1387632
3.2123169,4.1266968
3.2458569,4.1548517
3.2795711,4.1488185
3.3134595,4.1870287
3.3475221,4.1689291
3.3817589,4.2232278
3.4161698,4.1367521
3.450755,4.1689291
3.4855143,4.199095
3.5204478,4.1830065
3.5555556,4.2031171
3.5908375,4.2131724
3.6262936,4.1950729
3.6619238,4.2212167
3.6977283,4.2171946
3.733707,4.1729512
3.7698598,4.130719
3.8061868,4.1246858
3.8426881,4.1950729
3.8793635,4.100553
3.9162131,4.0824535
3.9532369,4.0864756
3.9904348,4.1226747
4.027807,4.066365
4.0653534,4.0442433
4.1030739,4.0603318
4.1409686,4.0723982
4.1790376,4.066365
4.2172807,4.0482655
4.255698,4.0301659
4.2942895,4.0361991
4.3330551,4.0241327
4.371995,4.0522876
4.411109,4.0563097
4.4503973,4.0522876
4.4898597,4.0784314
4.5294963,4.0945199
