M/Z,Intensity
-7.8602611e-005,4.1106083
2.1773576e-007,4.0904977
9.6021472e-005,4.0522876
0.00036601382,4.0904977
0.00081019477,4.0361991
0.0014285643,3.9497235
0.0022211225,3.8632479
0.0031878693,3.9537456
0.0043288047,3.9979889
0.0056439287,4.0180995
0.0071332413,4.0361991
0.0087967426,3.9597788
0.010634432,4.0864756
0.012646311,4.1689291
0.014832378,4.2895928
0.017192634,4.1186526
0.019727078,3.9296129
0.022435711,3.8793363
0.025318532,3.9738562
0.028375542,4.1025641
0.031606741,4.2996481
0.035012128,4.3680241
0.038591704,4.361991
0.042345469,4.3338361
0.046273422,4.1347411
0.050375564,4.0844646
0.054651894,4.0120664
0.059102413,4.0422323
0.063727121,4.1206637
0.068526017,4.2131724
0.073499102,4.2352941
0.078646375,4.263449
0.083967837,4.1186526
0.089463488,3.9959779
0.095133327,4.0080442
0.10097736,3.9778783
0.10699557,4.1065862
0.11318798,4.2674711
0.11955457,4.3016591
0.12609535,4.2936149
0.13281032,4.1387632
0.13969948,4.13273
0.14676283,4.0603318
0.15400037,4.0221217
0.16141209,4.0462544
0.16899801,4.0301659
0.17675811,4.0563097
0.1846924,4.0623429
0.19280088,4.0703871
0.20108355,4.0180995
0.20954041,3.9698341
0.21817145,4.0241327
0.22697669,3.9758673
0.23595611,4.066365
0.24510972,4.0583208
0.25443752,4.0904977
0.26393951,4.0020111
0.27361569,3.9396682
0.28346605,4.0060332
0.29349061,3.9235797
0.30368935,4.0060332
0.31406228,4.0502765
0.3246094,4.100553
0.33533071,4.1508296
0.34622621,4.1930618
0.3572959,4.1447964
0.36853977,4.1608849
0.37995783,4.1588738
0.39155009,4.1930618
0.40331653,4.1809955
0.41525716,4.2433384
0.42737197,4.2272499
0.43966098,4.1850176
0.45212418,4.2131724
0.46476156,4.1930618
0.47757313,4.2111614
0.49055889,4.1488185
0.50371884,4.2272499
0.51705298,4.166918
0.53056131,4.1246858
0.54424382,4.1287079
0.55810053,4.1065862
0.57213142,4.0844646
0.5863365,4.0563097
0.60071577,4.0583208
0.61526923,4.0120664
0.62999688,4.0201106
0.64489871,4.0020111
0.65997473,3.9698341
0.67522495,3.9698341
0.69064935,3.9738562
0.70624794,4.0160885
0.72202072,3.9617898
0.73796769,3.9396682
0.75408884,4.0040221
0.77038419,3.9819005
0.78685372,4.0020111
0.80349744,3.9939668
0.82031535,4.0281549
0.83730745,4.0603318
0.85447374,4.0522876
0.87181421,4.0884867
0.88932888,4.0603318
0.90701773,4.1126194
0.92488077,4.1065862
0.942918,4.1065862
0.96112942,4.1407743
0.97951503,4.1367521
0.99807483,4.1427853
1.0168088,4.1206637
1.035717,4.1468074
1.0547993,4.1608849
1.0740559,4.1427853
1.0934866,4.1528406
1.1130916,4.1508296
1.1328707,4.1347411
1.152824,4.1830065
1.1729515,4.1025641
1.1932532,4.1226747
1.213729,4.1488185
1.2343791,4.1528406
1.2552033,4.1126194
1.2762018,4.1226747
1.2973744,4.1226747
1.3187212,4.1447964
1.3402422,4.1126194
1.3619374,4.0804424
1.3838068,4.1206637
1.4058504,4.0864756
1.4280681,4.1085973
1.4504601,4.0683761
1.4730262,4.0482655
1.4957665,4.0764203
1.518681,4.0864756
1.5417697,4.0563097
1.5650326,4.0361991
1.5884697,4.032177
1.612081,4.034188
1.6358664,4.0281549
1.6598261,4.0382102
1.6839599,4.0462544
1.7082679,4.0402212
1.7327501,4.034188
1.7574065,4.0402212
1.7822371,4.0965309
1.8072419,4.0623429
1.8324209,4.0824535
1.857774,4.1146305
1.8833013,4.1427853
1.9090029,4.1025641
1.9348786,4.1427853
1.9609285,4.1870287
1.9871526,4.1246858
2.0135509,4.1548517
2.0401234,4.2332831
2.06687,4.166918
2.0937909,4.1930618
2.1208859,4.199095
2.1481551,4.1749623
2.1755985,4.2091503
2.2032161,4.1729512
2.2310079,4.1367521
2.2589739,4.1809955
2.2871141,4.1508296
2.3154285,4.1548517
2.343917,4.1387632
2.3725797,4.1065862
2.4014167,4.1206637
2.4304278,4.1266968
2.4596131,4.0522876
2.4889726,4.0945199
2.5185062,4.0643539
2.5482141,4.1508296
2.5780962,4.0382102
2.6081524,4.0844646
2.6383828,4.1166415
2.6687875,4.100553
2.6993663,4.1468074
2.7301193,4.1689291
2.7610465,4.2936149
2.7921478,4.3841126
2.8234234,4.4605329
2.8548732,4.3519356
2.8864971,4.3197587
2.9182952,4.2554047
2.9502676,4.2815485
2.9824141,4.1749623
3.0147348,4.1347411
3.0472296,4.1226747
3.0798987,4.0864756
3.112742,4.1065862
3.1457594,4.1387632
3.1789511,4.0884867
3.2123169,4.1226747
3.2458569,4.130719
3.2795711,4.166918
3.3134595,4.1367521
3.3475221,4.166918
3.3817589,4.1809955
3.4161698,4.1910508
3.450755,4.1468074
3.4855143,4.1749623
3.5204478,4.1850176
3.5555556,4.1729512
3.5908375,4.1950729
3.6262936,4.1910508
3.6619238,4.1930618
3.6977283,4.1488185
3.733707,4.1769734
3.7698598,4.1266968
3.8061868,4.098542
3.8426881,4.1266968
3.8793635,4.098542
3.9162131,4.1387632
3.9532369,4.1045752
3.9904348,4.066365
4.027807,4.0462544
4.0653534,4.0422323
4.1030739,4.098542
4.1409686,4.066365
4.1790376,3.9859226
4.2172807,4.0563097
4.255698,4.0603318
4.2942895,4
4.3330551,4.0442433
4.371995,4.0744093
4.411109,4.0522876
4.4503973,4.0040221
4.4898597,4.0784314
4.5294963,4.0784314
4.5693071,4.0804424
4.6092921,4.0804424
4.6494513,4.0784314
4.6897847,4.1166415
4.7302923,4.1166415
4.770974,4.0643539
4.8118299,4.1126194
4.8528601,4.130719
4.8940644,4.1266968
4.9354429,4.0925088
4.9769956,4.1266968
5.0187225,4.164907
5.0606235,4.1548517
5.1026988,4.1126194
5.1449482,4.1186526
5.1873719,4.1548517
5.2299697,4.1367521
5.2727417,4.1347411
5.3156879,4.0844646
5.3588083,4.1568627
5.4021029,4.1126194
5.4455717,4.1508296
5.4892146,4.1085973
5.5330318,4.1246858
5.5770231,4.1025641
5.6211886,4.1287079
5.6655283,4.098542
5.7100422,4.1045752
5.7547303,4.1045752
5.7995926,4.1106083
5.8446291,4.0703871
5.8898397,4.1427853
5.9352245,4.0864756
5.9807836,4.1025641
6.0265168,4.0643539
6.0724242,4.0764203
6.1185058,4.0603318
6.1647616,4
6.2111916,4.0583208
6.2577957,4.0864756
6.3045741,4.0623429
6.3515266,4.0542986
6.3986533,4.0382102
6.4459543,4.0502765
6.4934294,4.0603318
6.5410787,4.0844646
6.5889021,4.0241327
6.6368998,4.0965309
6.6850717,4.0301659
6.7334177,4.0784314
6.781938,4.0804424
6.8306324,4.130719
6.879501,4.0723982
6.9285438,4.1146305
6.9777608,4.1146305
7.027152,4.1528406
7.0767174,4.1186526
7.1264569,4.0965309
7.1763707,4.1126194
7.2264586,4.1226747
7.2767207,4.130719
7.327157,4.0925088
7.3777675,4.1468074
7.4285522,4.1106083
7.4795111,4.1246858
7.5306442,4.1166415
7.5819514,4.0864756
7.6334329,4.1186526
7.6850885,4.1126194
7.7369183,4.1065862
7.7889223,4.0925088
7.8411005,4.0864756
7.8934529,4.1025641
7.9459795,4.0603318
7.9986802,4.1025641
8.0515552,4.0965309
8.1046043,4.0864756
8.1578277,4.0643539
8.2112252,4.1106083
8.2647969,4.0744093
8.3185428,4.0482655
8.3724629,4.1065862
8.4265572,4.0864756
8.4808256,4.066365
8.5352683,4.0904977
8.5898851,4.1246858
8.6446761,4.0301659
8.6996413,4.0844646
8.7547808,4.0925088
8.8100943,4.1045752
8.8655821,4.0643539
8.9212441,4.0824535
8.9770803,4.0965309
9.0330906,4.1206637
9.0892751,4.0683761
9.1456339,4.0804424
9.2021668,4.1085973
9.2588739,4.0804424
9.3157552,4.1246858
9.3728107,4.100553
9.4300403,4.1045752
9.4874442,4.1025641
9.5450222,4.098542
9.6027745,4.1347411
9.6607009,4.0844646
9.7188015,4.1246858
9.7770763,4.1126194
9.8355253,4.1568627
9.8941485,4.1025641
9.9529458,4.0844646
10.011917,4.0382102
10.071063,4.1789844
10.130383,4.0884867
10.189877,4.1025641
10.249545,4.1206637
10.309388,4.1266968
10.369405,4.0864756
10.429596,4.0723982
10.489961,4.0864756
10.5505,4.0864756
10.611213,4.0723982
10.672101,4.0864756
10.733163,4.066365
10.794399,4.0643539
10.855809,4.0864756
10.917393,4.0502765
10.979152,4.0623429
11.041085,4.0904977
11.103192,4.0563097
11.165473,4.0522876
11.227928,4.0824535
11.290558,4.0844646
11.353361,4.0864756
11.416339,4.0784314
11.479491,4.0904977
11.542818,4.0965309
11.606318,4.0804424
11.669993,4.0683761
11.733841,4.1226747
11.797864,4.1065862
11.862062,4.0623429
11.926433,4.0945199
11.990979,4.100553
12.055698,4.1045752
12.120592,4.0965309
12.185661,4.1266968
12.250903,4.0824535
12.316319,4.0864756
12.38191,4.0623429
12.447675,4.1045752
12.513614,4.130719
12.579727,4.0904977
12.646015,4.1246858
12.712477,4.1246858
12.779112,4.0643539
12.845923,4.1186526
12.912907,4.1065862
12.980065,4.1106083
13.047398,4.1025641
13.114905,4.1508296
13.182586,4.0744093
13.250441,4.1246858
13.31847,4.1166415
13.386674,4.1025641
13.455051,4.1186526
13.523603,4.0864756
13.592329,4.100553
13.66123,4.0925088
13.730304,4.0844646
13.799553,4.1287079
13.868976,4.0824535
13.938573,4.0945199
14.008344,4.0703871
14.07829,4.1146305
14.148409,4.0643539
14.218703,4.0703871
14.289171,4.066365
14.359813,4.100553
14.43063,4.0884867
14.50162,4.0864756
14.572785,4.1045752
14.644124,4.0603318
14.715637,4.1226747
14.787324,4.0884867
14.859186,4.0563097
14.931221,4.1106083
15.003431,4.0683761
15.075815,4.0844646
15.148374,4.1186526
15.221106,4.1367521
15.294013,4.0723982
15.367094,4.0945199
15.440349,4.1387632
15.513778,4.0904977
15.587381,4.1206637
15.661159,4.0804424
15.735111,4.1488185
15.809237,4.0965309
15.883537,4.1045752
15.958011,4.1407743
16.03266,4.0764203
16.107482,4.0904977
16.182479,4.1387632
16.25765,4.1106083
16.332996,4.1427853
16.408515,4.1447964
16.484209,4.1387632
16.560077,4.1689291
16.636119,4.197084
16.712335,4.1749623
16.788725,4.1427853
16.86529,4.166918
16.942029,4.1628959
17.018942,4.1628959
17.096029,4.2292609
17.17329,4.2755153
17.250726,4.3036702
17.328335,4.2835596
17.406119,4.26546
17.484077,4.2674711
17.56221,4.3841126
17.640516,4.3599799
17.718997,4.3680241
17.797652,4.3479135
17.876481,4.3398693
17.955484,4.3358472
18.034662,4.4082453
18.114013,4.331825
18.193539,4.4203117
18.273239,4.4424334
18.353113,4.4585219
18.433162,4.4183007
18.513384,4.2956259
18.593781,4.2352941
18.674352,4.2513826
18.755097,4.1950729
18.836016,4.2131724
18.91711,4.1950729
18.998377,4.1890397
19.079819,4.1588738
19.161435,4.1508296
19.243226,4.1910508
19.32519,4.2071393
19.407329,4.1930618
19.489642,4.1890397
19.572129,4.1870287
19.65479,4.2373052
19.737625,4.1950729
19.820635,4.2513826
19.903819,4.3438914
19.987177,5.092006
20.070709,5.9708396
20.154415,5.9728507
20.238296,5.4479638
20.32235,5.1322272
20.406579,4.9190548
20.490982,4.7762695
20.57556,4.6737054
20.660311,4.6194067
20.745237,4.661639
20.830337,4.5892408
20.915611,4.5148316
21.001059,4.4404223
21.086681,4.3861237
21.172478,4.3378582
21.258449,4.3076923
21.344594,4.263449
21.430913,4.2171946
21.517406,4.2493715
21.604074,4.2071393
21.690915,4.2031171
21.777931,4.2051282
21.865121,4.197084
21.952486,4.1809955
22.040024,4.1608849
22.127737,4.2252388
22.215624,4.2011061
22.303685,4.199095
22.39192,4.1628959
22.480329,4.2051282
22.568913,4.1910508
22.657671,4.1769734
22.746603,4.164907
22.835709,4.1367521
22.924989,4.1830065
23.014444,4.1266968
23.104073,4.1729512
23.193876,4.130719
23.283853,4.2031171
23.374004,4.1427853
23.46433,4.1126194
23.554829,4.1890397
23.645503,4.1568627
23.736351,4.1266968
23.827373,4.1447964
23.91857,4.1789844
24.009941,4.1146305
24.101485,4.1106083
24.193204,4.1468074
24.285098,4.1628959
24.377165,4.1246858
24.469407,4.1769734
24.561822,4.1528406
24.654412,4.2031171
24.747176,4.2252388
24.840115,4.5027652
24.933227,4.4022122
25.026514,4.1488185
25.119975,5.5806938
25.21361,20.921066
25.307419,48.064354
25.401403,51.997989
25.49556,42.352941
25.589892,36.237305
25.684398,34.409251
25.779078,31.642031
25.873933,28.084465
25.968961,25.435897
26.064164,23.738562
26.159541,21.663147
26.255092,19.865259
26.350818,18.2363
26.446717,16.508798
26.542791,15.143288
26.639039,14.003017
26.735461,13.015586
26.832057,12.052288
26.928828,11.276018
27.025772,10.739065
27.122891,10.276521
27.220184,9.7395676
27.317652,9.5103067
27.415293,9.3313223
27.513109,9.0960282
27.611098,8.9492207
27.709262,8.9069884
27.807601,8.6073404
27.906113,8.3278029
28.0048,8.1025641
28.10366,8.1387632
28.202695,8.0683761
