M/Z,Intensity
-7.8602611e-005,4.1186526
2.1773576e-007,4.0563097
9.6021472e-005,4.0261438
0.00036601382,4.1166415
0.00081019477,4.0402212
0.0014285643,3.9155354
0.0022211225,3.9074912
0.0031878693,3.9859226
0.0043288047,4.0080442
0.0056439287,4.0221217
0.0071332413,4.032177
0.0087967426,3.9939668
0.010634432,4.0884867
0.012646311,4.1709402
0.014832378,4.3056812
0.017192634,4.130719
0.019727078,3.9276018
0.022435711,3.8250377
0.025318532,3.9778783
0.028375542,4.1065862
0.031606741,4.3257919
0.035012128,4.3499246
0.038591704,4.3278029
0.042345469,4.3036702
0.046273422,4.1468074
0.050375564,4.0864756
0.054651894,4.0683761
0.059102413,4.1387632
0.063727121,4.0703871
0.068526017,4.2272499
0.073499102,4.2393162
0.078646375,4.2292609
0.083967837,4.1085973
0.089463488,4.032177
0.095133327,3.9859226
0.10097736,4.0422323
0.10699557,4.0764203
0.11318798,4.2232278
0.11955457,4.331825
0.12609535,4.3076923
0.13281032,4.1930618
0.13969948,4.1126194
0.14676283,4.0482655
0.15400037,4.0643539
0.16141209,4.0261438
0.16899801,4.0603318
0.17675811,4.0643539
0.1846924,4.0542986
0.19280088,4.0422323
0.20108355,4.0080442
0.20954041,3.9698341
0.21817145,4.0221217
0.22697669,4.0361991
0.23595611,4.0281549
0.24510972,4.0864756
0.25443752,4.0744093
0.26393951,4.0462544
0.27361569,3.9517345
0.28346605,3.9416792
0.29349061,3.9798894
0.30368935,4.0522876
0.31406228,4
0.3246094,4.1045752
0.33533071,4.1628959
0.34622621,4.1246858
0.3572959,4.1387632
0.36853977,4.1548517
0.37995783,4.1930618
0.39155009,4.1769734
0.40331653,4.231272
0.41525716,4.2212167
0.42737197,4.2212167
0.43966098,4.1870287
0.45212418,4.2533937
0.46476156,4.1749623
0.47757313,4.1830065
0.49055889,4.2071393
0.50371884,4.1910508
0.51705298,4.1890397
0.53056131,4.1085973
0.54424382,4.100553
0.55810053,4.1226747
0.57213142,4.1206637
0.5863365,4.0904977
0.60071577,4.0884867
0.61526923,4.0703871
0.62999688,4.032177
0.64489871,4.0020111
0.65997473,3.9939668
0.67522495,4.0120664
0.69064935,4.0080442
0.70624794,3.9819005
0.72202072,3.9698341
0.73796769,3.9819005
0.75408884,3.9839115
0.77038419,3.9839115
0.78685372,4.0201106
0.80349744,4.0080442
0.82031535,4.0241327
0.83730745,4.0542986
0.85447374,4.0683761
0.87181421,4.0522876
0.88932888,4.1468074
0.90701773,4.1206637
0.92488077,4.0965309
0.942918,4.098542
0.96112942,4.1146305
0.97951503,4.1287079
0.99807483,4.1045752
1.0168088,4.1588738
1.035717,4.1488185
1.0547993,4.1387632
1.0740559,4.1246858
1.0934866,4.1347411
1.1130916,4.1709402
1.1328707,4.1226747
1.152824,4.1266968
1.1729515,4.1468074
1.1932532,4.164907
1.213729,4.13273
1.2343791,4.1065862
1.2552033,4.1528406
1.2762018,4.0965309
1.2973744,4.1246858
1.3187212,4.130719
1.3402422,4.1226747
1.3619374,4.13273
1.3838068,4.1146305
1.4058504,4.1226747
1.4280681,4.1065862
1.4504601,4.098542
1.4730262,4.0925088
1.4957665,4.0784314
1.518681,4.0844646
1.5417697,4.0623429
1.5650326,4.0402212
1.5884697,4.0703871
1.612081,4.0261438
1.6358664,4.066365
1.6598261,4.0160885
1.6839599,4.0160885
