M/Z,Intensity
-7.8602611e-005,4.1488185
2.1773576e-007,4.1447964
9.6021472e-005,4.0020111
0.00036601382,4.13273
0.00081019477,4.0402212
0.0014285643,3.9416792
0.0022211225,3.9074912
0.0031878693,3.9899447
0.0043288047,3.9919558
0.0056439287,4.0100553
0.0071332413,4.0542986
0.0087967426,3.9879336
0.010634432,4.0764203
0.012646311,4.1427853
0.014832378,4.2775264
0.017192634,4.1528406
0.019727078,3.9095023
0.022435711,3.8531926
0.025318532,3.9899447
0.028375542,4.1246858
0.031606741,4.2936149
0.035012128,4.3117144
0.038591704,4.3881347
0.042345469,4.2594268
0.046273422,4.1126194
0.050375564,4.0683761
0.054651894,4.0442433
0.059102413,4.0502765
0.063727121,4.1488185
0.068526017,4.2171946
0.073499102,4.2232278
0.078646375,4.2533937
0.083967837,4.1226747
0.089463488,3.9919558
0.095133327,4
0.10097736,4.0361991
0.10699557,4.0925088
0.11318798,4.2151835
0.11955457,4.2835596
0.12609535,4.2775264
0.13281032,4.1809955
0.13969948,4.130719
0.14676283,4.0402212
0.15400037,4.034188
0.16141209,4.0744093
0.16899801,4.0764203
0.17675811,4.0522876
0.1846924,4.0241327
0.19280088,4.034188
0.20108355,4.0281549
0.20954041,4.0020111
0.21817145,4.0060332
0.22697669,4.0382102
0.23595611,4.034188
0.24510972,4.0884867
0.25443752,4.1106083
0.26393951,3.9959779
0.27361569,3.9698341
0.28346605,3.9457014
0.29349061,3.9597788
0.30368935,4.0040221
0.31406228,4.0361991
0.3246094,4.0965309
0.33533071,4.1085973
0.34622621,4.1709402
0.3572959,4.1689291
0.36853977,4.1789844
0.37995783,4.1930618
0.39155009,4.1287079
0.40331653,4.2091503
0.41525716,4.2493715
0.42737197,4.164907
0.43966098,4.2051282
0.45212418,4.1769734
0.46476156,4.1950729
0.47757313,4.1930618
0.49055889,4.1729512
0.50371884,4.1729512
0.51705298,4.1930618
0.53056131,4.1769734
0.54424382,4.130719
0.55810053,4.1166415
0.57213142,4.1025641
0.5863365,4.0361991
0.60071577,4.0824535
0.61526923,4.0201106
0.62999688,4.032177
0.64489871,3.9879336
0.65997473,4.0100553
0.67522495,4.0221217
0.69064935,3.9698341
0.70624794,3.965812
0.72202072,4.0100553
0.73796769,3.9839115
0.75408884,4.0201106
0.77038419,3.9959779
0.78685372,4.0180995
0.80349744,4.034188
0.82031535,4.0100553
0.83730745,4.0422323
0.85447374,4.0864756
0.87181421,4.0804424
0.88932888,4.0723982
0.90701773,4.066365
0.92488077,4.1266968
0.942918,4.0965309
0.96112942,4.0945199
0.97951503,4.1025641
0.99807483,4.1468074
1.0168088,4.1488185
1.035717,4.1588738
1.0547993,4.1045752
1.0740559,4.1407743
1.0934866,4.1568627
1.1130916,4.1347411
1.1328707,4.1166415
1.152824,4.130719
1.1729515,4.1407743
1.1932532,4.1407743
1.213729,4.1367521
1.2343791,4.0945199
1.2552033,4.1085973
1.2762018,4.1407743
1.2973744,4.0844646
1.3187212,4.1126194
1.3402422,4.1689291
1.3619374,4.1287079
1.3838068,4.1085973
1.4058504,4.0965309
1.4280681,4.0723982
1.4504601,4.0925088
1.4730262,4.0522876
1.4957665,4.0804424
1.518681,4.0603318
1.5417697,4.0442433
1.5650326,4.0804424
1.5884697,4.0261438
1.612081,4.066365
1.6358664,3.9939668
1.6598261,4.0462544
1.6839599,4.0723982
1.7082679,4.0442433
1.7327501,4.0703871
1.7574065,4.0180995
1.7822371,4.066365
1.8072419,4.0683761
1.8324209,4.0643539
1.857774,4.0522876
1.8833013,4.100553
1.9090029,4.130719
1.9348786,4.1206637
1.9609285,4.1427853
1.9871526,4.1508296
2.0135509,4.1830065
2.0401234,4.1186526
2.06687,4.1830065
2.0937909,4.1468074
2.1208859,4.1830065
2.1481551,4.1628959
2.1755985,4.1065862
2.2032161,4.1890397
2.2310079,4.1206637
2.2589739,4.1447964
2.2871141,4.0703871
2.3154285,4.1427853
